Meso_region_geo,State,Year,AP_ha,AC_ha,QP_ton,RMP_kgha,VP_pct
Triângulo Mineiro/Alto Paranaíba,MG,1999,28595,28595,40913,1430,2.65
Central Mineira,MG,1999,6192,6192,4909,792,6.13
Metropolitana de Belo Horizonte,MG,1999,29844,29844,16377,548,12.1
Vale do Rio Doce,MG,1999,40209,40209,19318,480,15.73
Oeste de Minas,MG,1999,23133,23133,13320,575,11.36
Sul/Sudoeste de Minas,MG,1999,70523,70523,53502,758,9.45
Campo das Vertentes,MG,1999,15911,15911,6857,430,9.56
Zona da Mata,MG,1999,68284,68284,34111,499,21.78
Noroeste Espírito-santense,ES,1999,3736,3736,2155,576,13.66
Litoral Norte Espírito-santense,ES,1999,4695,4495,6177,1374,12.97
Central Espírito-santense,ES,1999,18542,18542,13993,754,15.03
Sul Espírito-santense,ES,1999,8766,8766,5375,613,8.03
Noroeste Fluminense,RJ,1999,1935,1850,1358,734,2.55
Norte Fluminense,RJ,1999,2152,2152,1528,710,1.19
Centro Fluminense,RJ,1999,2491,2491,2124,852,7.52
Baixadas,RJ,1999,413,413,330,799,3.62
Sul Fluminense,RJ,1999,1045,1045,823,787,14.02
Metropolitana do Rio de Janeiro,RJ,1999,757,753,566,751,0.89
São José do Rio Preto,SP,1999,18894,18894,22645,1198,4.02
Ribeirão Preto,SP,1999,8307,8307,14108,1698,0.66
Araçatuba,SP,1999,20603,20603,23401,1135,4.59
Bauru,SP,1999,23305,23305,29266,1255,4.43
Araraquara,SP,1999,526,526,526,1000,0.16
Piracicaba,SP,1999,1604,1604,2367,1475,0.51
Campinas,SP,1999,12068,12068,18065,1496,2.27
Presidente Prudente,SP,1999,24451,24451,21000,858,7.27
Marília,SP,1999,3035,3035,2156,710,4.76
Assis,SP,1999,7492,7492,9097,1214,1.53
Itapetininga,SP,1999,117688,117688,129848,1103,23.76
Macro Metropolitana Paulista,SP,1999,13954,13954,13527,969,5.49
Vale do Paraíba Paulista,SP,1999,7057,7057,5790,820,11.1
Litoral Sul Paulista,SP,1999,1292,1292,816,631,21.81
Metropolitana de São Paulo,SP,1999,1224,1224,988,807,4.25
Noroeste Paranaense,PR,1999,22922,22822,14453,633,2.76
Centro Ocidental Paranaense,PR,1999,18150,16855,13481,799,1.48
Norte Central Paranaense,PR,1999,89666,84993,68547,806,4.9
Norte Pioneiro Paranaense,PR,1999,52957,52957,56545,1067,7.95
Centro Oriental Paranaense,PR,1999,84825,80880,87387,1080,13.42
Oeste Paranaense,PR,1999,37532,36372,36087,992,2.12
Sudoeste Paranaense,PR,1999,78890,69325,53457,771,8.46
Centro-Sul Paranaense,PR,1999,68649,64404,54549,846,7.89
Sudeste Paranaense,PR,1999,134095,129681,145081,1118,24.74
Metropolitana de Curitiba,PR,1999,77280,74211,40702,548,13.96
Oeste Catarinense,SC,1999,142235,122695,77105,628,8.49
Norte Catarinense,SC,1999,21872,17327,24340,1404,5.85
Serrana,SC,1999,61472,61467,76802,1249,22.55
Vale do Itajaí,SC,1999,11693,10522,9012,856,1.75
Grande Florianópolis,SC,1999,4958,4958,4659,939,3.27
Sul Catarinense,SC,1999,23690,23410,19040,813,3.47
Noroeste Rio-grandense,RS,1999,112262,107528,68885,640,2.8
Nordeste Rio-grandense,RS,1999,14139,14109,18786,1331,4.9
Centro Ocidental Rio-grandense,RS,1999,15427,15427,15896,1030,2.57
Centro Oriental Rio-grandense,RS,1999,21586,21066,25200,1196,3.25
Metropolitana de Porto Alegre,RS,1999,14440,14270,10699,749,1.68
Sudoeste Rio-grandense,RS,1999,1940,1940,1061,546,0.07
Sudeste Rio-grandense,RS,1999,22743,22743,17836,784,2.17
Pantanais Sul Mato-grossense,MS,1999,4191,2276,767,336,2.24
Centro Norte de Mato Grosso do Sul,MS,1999,4375,3225,2959,917,0.47
Leste de Mato Grosso do Sul,MS,1999,7632,6619,5491,829,0.89
Sudoeste de Mato Grosso do Sul,MS,1999,23256,20791,17212,827,1.34
Norte Mato-grossense,MT,1999,15765,15727,10969,697,0.55
Nordeste Mato-grossense,MT,1999,670,620,446,719,0.11
Sudoeste Mato-grossense,MT,1999,5388,5388,3580,664,1.6
Centro-Sul Mato-grossense,MT,1999,1916,1916,1256,655,1.2
Sudeste Mato-grossense,MT,1999,6880,6513,9881,1517,0.76
Noroeste Goiano,GO,1999,7703,7633,16628,2178,34.25
Norte Goiano,GO,1999,3575,3570,4955,1387,6.86
Centro Goiano,GO,1999,38453,35713,23909,669,6.12
Leste Goiano,GO,1999,35577,35055,65239,1861,18.15
Sul Goiano,GO,1999,67159,61834,88420,1429,3.78
Distrito Federal,DF,1999,15305,15305,29324,1915,24.58
Madeira-Guaporé,RO,2000,3672,3672,2092,569,7.99
Leste Rondoniense,RO,2000,82525,82525,47659,577,21.31
Vale do Juruá,AC,2000,3663,3663,2055,561,6.3
Vale do Acre,AC,2000,10552,10552,5311,503,4.2
Norte Amazonense,AM,2000,5,4,3,750,0.02
Sudoeste Amazonense,AM,2000,921,897,841,937,0.91
Centro Amazonense,AM,2000,1464,1445,1411,976,0.38
Sul Amazonense,AM,2000,2948,2935,2161,736,2.13
Norte de Roraima,RR,2000,285,265,103,388,0.35
Sul de Roraima,RR,2000,235,235,47,200,0.49
Baixo Amazonas,PA,2000,8755,8130,5050,621,4.99
Marajó,PA,2000,365,364,224,615,3.01
Metropolitana de Belém,PA,2000,1970,1970,1483,752,11.25
Nordeste Paraense,PA,2000,27439,27439,20354,741,13.63
Sudoeste Paraense,PA,2000,9132,8632,6374,738,7.32
Sudeste Paraense,PA,2000,29072,26852,13474,501,3.08
Norte do Amapá,AP,2000,90,87,38,436,0.26
Sul do Amapá,AP,2000,225,213,82,384,0.21
Ocidental do Tocantins,TO,2000,3652,3652,1429,391,0.86
Oriental do Tocantins,TO,2000,820,820,305,371,0.32
Norte Maranhense,MA,2000,10509,10509,3584,341,4.84
Oeste Maranhense,MA,2000,13189,13189,5834,442,4.19
Centro Maranhense,MA,2000,21376,20836,10972,526,8.84
Leste Maranhense,MA,2000,22464,22464,9598,427,8.64
Sul Maranhense,MA,2000,3206,3206,1493,465,0.51
Norte Piauiense,PI,2000,20194,20194,5074,251,10.31
Centro-Norte Piauiense,PI,2000,39339,39106,11678,298,13.65
Sudoeste Piauiense,PI,2000,47058,46251,17469,377,9.22
Sudeste Piauiense,PI,2000,102066,102066,27634,270,24.95
Noroeste Cearense,CE,2000,126633,126633,38706,305,15.37
Norte Cearense,CE,2000,89455,89455,31591,353,26.28
Metropolitana de Fortaleza,CE,2000,8671,8671,2486,286,19
Sertões Cearenses,CE,2000,176093,176093,57403,325,31.72
Jaguaribe,CE,2000,62075,61825,25276,408,27.9
Centro-Sul Cearense,CE,2000,33686,33686,13434,398,17
Sul Cearense,CE,2000,73414,73414,27800,378,11.51
Oeste Potiguar,RN,2000,38125,37560,19743,525,22.48
Central Potiguar,RN,2000,13457,13457,7483,556,41.41
Agreste Potiguar,RN,2000,34001,28707,12372,430,16.87
Leste Potiguar,RN,2000,6806,6776,3304,487,2.49
Sertão Paraibano,PB,2000,70276,70106,30441,434,36.34
Borborema,PB,2000,34220,32540,14813,455,53.15
Agreste Paraibano,PB,2000,89817,85007,45320,533,38.42
Mata Paraibana,PB,2000,2913,2843,1090,383,0.33
Sertão Pernambucano,PE,2000,169811,134738,37576,278,31.39
São Francisco Pernambucano,PE,2000,28380,27030,18194,673,20.82
Agreste Pernambucano,PE,2000,117344,107760,46687,433,32.7
Mata Pernambucana,PE,2000,4752,3418,1336,390,0.33
Metropolitana de Recife,PE,2000,114,96,48,500,0.04
Sertão Alagoano,AL,2000,51615,43835,16846,384,55.3
Agreste Alagoano,AL,2000,28983,28690,14669,511,10.64
Leste Alagoano,AL,2000,9583,9581,4045,422,0.34
Sertão Sergipano,SE,2000,20939,15239,7493,491,30.93
Agreste Sergipano,SE,2000,29979,29966,18879,630,18.29
Leste Sergipano,SE,2000,3853,3833,1717,447,2.12
Extremo Oeste Baiano,BA,2000,38655,38655,52342,1354,4.34
Vale São-Franciscano da Bahia,BA,2000,49402,49402,27403,554,10.15
Centro Norte Baiano,BA,2000,325666,325666,216692,665,36.14
Nordeste Baiano,BA,2000,267420,267420,157532,589,51.96
Metropolitana de Salvador,BA,2000,3574,3574,2178,609,1.55
Centro Sul Baiano,BA,2000,136061,136061,79969,587,13.51
Sul Baiano,BA,2000,5915,5915,4009,677,1.36
Noroeste de Minas,MG,2000,67731,67731,143325,2116,20.33
Norte de Minas,MG,2000,70955,70925,66660,939,24.94
Jequitinhonha,MG,2000,21624,21624,10523,486,9.49
Vale do Mucuri,MG,2000,5601,5601,3158,563,8.7
Triângulo Mineiro/Alto Paranaíba,MG,2000,23199,23063,30095,1304,1.52
Central Mineira,MG,2000,5027,5027,4264,848,5.41
Metropolitana de Belo Horizonte,MG,2000,25630,25630,14497,565,9.47
Vale do Rio Doce,MG,2000,40956,40956,24120,588,14.13
Oeste de Minas,MG,2000,24620,24520,15311,624,9.85
Sul/Sudoeste de Minas,MG,2000,67795,67795,52068,768,7.94
Campo das Vertentes,MG,2000,17275,17275,9296,538,11.48
Zona da Mata,MG,2000,66182,66182,33780,510,19.73
Noroeste Espírito-santense,ES,2000,3706,3686,2308,626,11.68
Litoral Norte Espírito-santense,ES,2000,3900,3450,4607,1335,7.38
Central Espírito-santense,ES,2000,18340,18340,14528,792,12.35
Sul Espírito-santense,ES,2000,8403,8403,5214,620,7.98
Noroeste Fluminense,RJ,2000,1996,1996,1435,718,3.07
Norte Fluminense,RJ,2000,1559,1559,1002,642,0.47
Centro Fluminense,RJ,2000,2050,2050,1771,863,3.21
Baixadas,RJ,2000,415,409,292,713,1.98
Sul Fluminense,RJ,2000,963,892,664,744,10.03
Metropolitana do Rio de Janeiro,RJ,2000,681,677,511,754,0.84
São José do Rio Preto,SP,2000,11757,11757,13051,1110,1.73
Ribeirão Preto,SP,2000,7531,7531,11173,1483,0.48
Araçatuba,SP,2000,18582,18582,18932,1018,3.07
Bauru,SP,2000,19448,19448,26781,1377,3.15
Araraquara,SP,2000,545,545,630,1155,0.13
Piracicaba,SP,2000,1551,1551,2229,1437,0.4
Campinas,SP,2000,17383,17383,27412,1576,3.1
Presidente Prudente,SP,2000,23100,23100,19762,855,5.97
Marília,SP,2000,2853,2853,1586,555,2.4
Assis,SP,2000,6918,6918,8166,1180,1.14
Itapetininga,SP,2000,81368,81368,87759,1078,14.17
Macro Metropolitana Paulista,SP,2000,11487,11487,11902,1036,4.8
Vale do Paraíba Paulista,SP,2000,7792,7792,6997,897,14
Litoral Sul Paulista,SP,2000,1060,1060,668,630,11.19
Metropolitana de São Paulo,SP,2000,1405,1405,1376,979,3.47
Noroeste Paranaense,PR,2000,14923,9454,4064,429,0.46
Centro Ocidental Paranaense,PR,2000,9991,9991,6441,644,0.54
Norte Central Paranaense,PR,2000,73587,70712,55205,780,3.08
Norte Pioneiro Paranaense,PR,2000,43588,42458,36064,849,4.1
Centro Oriental Paranaense,PR,2000,68940,68940,86805,1259,8.26
Oeste Paranaense,PR,2000,25536,25536,18242,714,0.86
Sudoeste Paranaense,PR,2000,54905,54905,41486,755,3.63
Centro-Sul Paranaense,PR,2000,68945,68945,55421,803,5
Sudeste Paranaense,PR,2000,118840,118840,129087,1086,14.51
Metropolitana de Curitiba,PR,2000,71101,71101,61898,870,12.34
Oeste Catarinense,SC,2000,112193,110031,96736,879,6.29
Norte Catarinense,SC,2000,19189,19139,31720,1657,5.57
Serrana,SC,2000,52933,52933,69778,1318,16.73
Vale do Itajaí,SC,2000,7706,7646,8037,1051,1.06
Grande Florianópolis,SC,2000,4087,4087,3671,898,2.28
Sul Catarinense,SC,2000,18963,18963,17981,948,3.19
Noroeste Rio-grandense,RS,2000,96564,95224,79547,835,1.7
Nordeste Rio-grandense,RS,2000,14362,14357,16011,1115,2.59
Centro Ocidental Rio-grandense,RS,2000,15044,14694,9898,673,1.21
Centro Oriental Rio-grandense,RS,2000,20703,20458,19853,970,1.63
Metropolitana de Porto Alegre,RS,2000,13212,13012,9242,710,1.34
Sudoeste Rio-grandense,RS,2000,1865,1865,760,407,0.08
Sudeste Rio-grandense,RS,2000,22365,22220,10644,479,1.12
Pantanais Sul Mato-grossense,MS,2000,1595,1056,1093,1035,6.16
Centro Norte de Mato Grosso do Sul,MS,2000,2598,1843,1492,809,0.32
Leste de Mato Grosso do Sul,MS,2000,4315,2046,1734,847,0.36
Sudoeste de Mato Grosso do Sul,MS,2000,16791,6687,5700,852,0.64
Norte Mato-grossense,MT,2000,18039,17954,15037,837,0.51
Nordeste Mato-grossense,MT,2000,270,270,279,1033,0.06
Sudoeste Mato-grossense,MT,2000,4865,4665,2535,543,1.16
Centro-Sul Mato-grossense,MT,2000,1939,1939,763,393,0.73
Sudeste Mato-grossense,MT,2000,3498,3498,6049,1729,0.34
Noroeste Goiano,GO,2000,5018,5018,11813,2354,24.86
Norte Goiano,GO,2000,3105,3098,5677,1832,5.53
Centro Goiano,GO,2000,21472,21227,20995,989,3.72
Leste Goiano,GO,2000,53103,52903,108437,2049,20.55
Sul Goiano,GO,2000,30513,29933,53493,1787,1.55
Distrito Federal,DF,2000,14501,14501,32039,2209,18.93
Madeira-Guaporé,RO,2001,3856,3856,2126,551,6.32
Leste Rondoniense,RO,2001,60155,60155,40592,674,16.85
Vale do Juruá,AC,2001,3117,3117,1843,591,12.17
Vale do Acre,AC,2001,16291,16291,9899,607,10.33
Norte Amazonense,AM,2001,5,4,3,750,0
Sudoeste Amazonense,AM,2001,921,824,789,957,0.53
Centro Amazonense,AM,2001,1482,1198,1222,1020,0.25
Sul Amazonense,AM,2001,2951,2938,2165,736,1.69
Norte de Roraima,RR,2001,285,265,103,388,0.4
Sul de Roraima,RR,2001,235,235,47,200,0.49
Baixo Amazonas,PA,2001,10582,10582,7749,732,9.15
Marajó,PA,2001,326,314,197,627,3.59
Metropolitana de Belém,PA,2001,1700,1700,1322,777,9.7
Nordeste Paraense,PA,2001,33016,32926,25686,780,17.68
Sudoeste Paraense,PA,2001,7605,7305,5524,756,7.37
Sudeste Paraense,PA,2001,19905,19224,10799,561,3.06
Norte do Amapá,AP,2001,680,670,459,685,1.77
Sul do Amapá,AP,2001,317,317,168,529,0.37
Ocidental do Tocantins,TO,2001,4398,4398,2001,454,1.14
Oriental do Tocantins,TO,2001,1015,1015,499,491,0.51
Norte Maranhense,MA,2001,11602,11602,4305,371,5.46
Oeste Maranhense,MA,2001,15117,15117,7308,483,5.99
Centro Maranhense,MA,2001,23200,23200,11702,504,13.11
Leste Maranhense,MA,2001,24106,24106,10444,433,9.32
Sul Maranhense,MA,2001,3113,3113,1917,615,0.93
Norte Piauiense,PI,2001,19770,19770,4103,207,10.3
Centro-Norte Piauiense,PI,2001,40032,40032,6133,153,13.44
Sudoeste Piauiense,PI,2001,46272,46217,9892,214,9.56
Sudeste Piauiense,PI,2001,94696,94696,10028,105,35.31
Noroeste Cearense,CE,2001,125290,125290,26717,213,22.16
Norte Cearense,CE,2001,81756,81756,12597,154,25.9
Metropolitana de Fortaleza,CE,2001,8297,8297,3788,456,32.7
Sertões Cearenses,CE,2001,172857,158680,24896,156,50.69
Jaguaribe,CE,2001,45727,45727,9057,198,20.24
Centro-Sul Cearense,CE,2001,28654,27081,4256,157,23.51
Sul Cearense,CE,2001,63384,63384,6350,100,14.31
Oeste Potiguar,RN,2001,32960,21147,3123,147,4.07
Central Potiguar,RN,2001,9285,547,209,382,3.5
Agreste Potiguar,RN,2001,21793,9383,3598,383,16.97
Leste Potiguar,RN,2001,6122,2719,1182,434,1.08
Sertão Paraibano,PB,2001,56886,8658,3756,433,37.27
Borborema,PB,2001,32725,3616,978,270,22.47
Agreste Paraibano,PB,2001,65781,19307,7165,371,16.55
Mata Paraibana,PB,2001,1599,1136,405,356,0.15
Sertão Pernambucano,PE,2001,138522,61411,8319,135,27.7
São Francisco Pernambucano,PE,2001,25865,24545,7671,312,11.29
Agreste Pernambucano,PE,2001,101460,73545,30530,415,42.59
Mata Pernambucana,PE,2001,1669,1519,451,296,0.08
Metropolitana de Recife,PE,2001,10,10,5,500,0
Sertão Alagoano,AL,2001,47088,45568,26397,579,64.93
Agreste Alagoano,AL,2001,29513,29513,16179,548,19.24
Leste Alagoano,AL,2001,9464,9459,3875,409,0.31
Sertão Sergipano,SE,2001,23733,18763,10108,538,61.35
Agreste Sergipano,SE,2001,25169,20649,5721,277,11.48
Leste Sergipano,SE,2001,3551,3479,1505,432,2.51
Extremo Oeste Baiano,BA,2001,32487,32487,48931,1506,4.27
Vale São-Franciscano da Bahia,BA,2001,43301,28918,9903,342,4.52
Centro Norte Baiano,BA,2001,236803,184287,82536,447,23.75
Nordeste Baiano,BA,2001,248691,192510,61888,321,35.4
Metropolitana de Salvador,BA,2001,2884,2884,1773,614,1.52
Centro Sul Baiano,BA,2001,115919,110836,37237,335,9.47
Sul Baiano,BA,2001,5724,5724,4166,727,1.38
Noroeste de Minas,MG,2001,72718,72718,135916,1869,31.96
Norte de Minas,MG,2001,66166,65414,54715,836,23.79
Jequitinhonha,MG,2001,18547,18547,7204,388,10.22
Vale do Mucuri,MG,2001,5532,5532,1881,340,8.14
Triângulo Mineiro/Alto Paranaíba,MG,2001,27088,27069,44268,1635,2.7
Central Mineira,MG,2001,3474,3354,3258,971,3.85
Metropolitana de Belo Horizonte,MG,2001,21984,21984,12402,564,9.88
Vale do Rio Doce,MG,2001,32921,32921,14990,455,16.87
Oeste de Minas,MG,2001,23914,23914,16373,684,16.7
Sul/Sudoeste de Minas,MG,2001,62337,62337,49254,790,7.31
Campo das Vertentes,MG,2001,21390,21390,13577,634,14.85
Zona da Mata,MG,2001,60832,60832,33704,554,22.15
Noroeste Espírito-santense,ES,2001,3230,3230,2020,625,10.21
Litoral Norte Espírito-santense,ES,2001,3125,3125,4422,1415,7.34
Central Espírito-santense,ES,2001,14285,14285,10420,729,13.87
Sul Espírito-santense,ES,2001,5580,5580,3348,600,8.44
Noroeste Fluminense,RJ,2001,2288,2163,1449,669,5.14
Norte Fluminense,RJ,2001,1245,1245,847,680,0.67
Centro Fluminense,RJ,2001,1895,1895,1622,855,3.9
Baixadas,RJ,2001,385,378,294,777,1.72
Sul Fluminense,RJ,2001,1061,1061,889,837,13.05
Metropolitana do Rio de Janeiro,RJ,2001,489,489,453,926,0.64
São José do Rio Preto,SP,2001,13164,13164,18579,1411,2.7
Ribeirão Preto,SP,2001,8655,8655,20440,2361,0.87
Araçatuba,SP,2001,14983,14983,24560,1639,4.48
Bauru,SP,2001,18699,18699,31750,1697,3.6
Araraquara,SP,2001,505,505,544,1077,0.11
Piracicaba,SP,2001,1085,1085,1775,1635,0.32
Campinas,SP,2001,17668,17668,39391,2229,5.01
Presidente Prudente,SP,2001,17468,17468,22556,1291,8.24
Marília,SP,2001,2080,2080,1653,794,3.79
Assis,SP,2001,5742,5742,8092,1409,1.02
Itapetininga,SP,2001,97792,97792,128445,1313,23.53
Macro Metropolitana Paulista,SP,2001,14680,14680,16180,1102,8.32
Vale do Paraíba Paulista,SP,2001,5670,5670,5973,1053,15.14
Litoral Sul Paulista,SP,2001,729,729,426,584,21.54
Metropolitana de São Paulo,SP,2001,698,698,523,749,6.16
Noroeste Paranaense,PR,2001,22007,22007,12378,562,2.78
Centro Ocidental Paranaense,PR,2001,10363,10363,10611,1023,0.91
Norte Central Paranaense,PR,2001,60182,60182,54998,913,3.36
Norte Pioneiro Paranaense,PR,2001,52340,52340,52223,997,6.29
Centro Oriental Paranaense,PR,2001,42580,42580,72374,1699,6.29
Oeste Paranaense,PR,2001,22920,22920,34049,1485,1.41
Sudoeste Paranaense,PR,2001,29263,29263,34583,1181,4.23
Centro-Sul Paranaense,PR,2001,47360,47360,44737,944,4.81
Sudeste Paranaense,PR,2001,85793,85793,101505,1183,13.3
Metropolitana de Curitiba,PR,2001,57995,57995,45157,778,11.01
Oeste Catarinense,SC,2001,68626,67267,68734,1021,6.9
Norte Catarinense,SC,2001,12727,12427,18376,1478,2.98
Serrana,SC,2001,41270,41192,54430,1321,16.31
Vale do Itajaí,SC,2001,4868,4797,5180,1079,1
Grande Florianópolis,SC,2001,3214,3064,3946,1287,3.43
Sul Catarinense,SC,2001,14698,14698,13482,917,3.5
Noroeste Rio-grandense,RS,2001,73909,73622,65760,893,1.47
Nordeste Rio-grandense,RS,2001,13139,12927,20413,1579,4.06
Centro Ocidental Rio-grandense,RS,2001,12760,12560,12293,978,2.15
Centro Oriental Rio-grandense,RS,2001,16148,15918,17666,1109,1.94
Metropolitana de Porto Alegre,RS,2001,11454,11454,8037,701,1.13
Sudoeste Rio-grandense,RS,2001,1735,1735,782,450,0.06
Sudeste Rio-grandense,RS,2001,19796,19794,15523,784,1.84
Pantanais Sul Mato-grossense,MS,2001,2290,2290,2400,1048,11.27
Centro Norte de Mato Grosso do Sul,MS,2001,2753,2663,3640,1366,0.83
Leste de Mato Grosso do Sul,MS,2001,4902,4902,5848,1192,1.47
Sudoeste de Mato Grosso do Sul,MS,2001,15309,14484,19047,1315,1.65
Norte Mato-grossense,MT,2001,15713,15684,15116,963,0.57
Nordeste Mato-grossense,MT,2001,740,740,623,841,0.15
Sudoeste Mato-grossense,MT,2001,3593,3568,1756,492,0.71
Centro-Sul Mato-grossense,MT,2001,1392,1325,647,488,0.52
Sudeste Mato-grossense,MT,2001,6968,6968,12282,1762,0.79
Noroeste Goiano,GO,2001,6534,6534,17953,2747,27.25
Norte Goiano,GO,2001,3665,3615,5763,1594,9.22
Centro Goiano,GO,2001,21959,21959,23521,1071,7.99
Leste Goiano,GO,2001,38490,38485,75017,1949,18.87
Sul Goiano,GO,2001,55895,55873,99488,1780,4.22
Distrito Federal,DF,2001,11896,11896,24853,2089,22.7
Madeira-Guaporé,RO,2002,2051,2051,884,431,5.12
Leste Rondoniense,RO,2002,51671,51571,34649,671,19.55
Vale do Juruá,AC,2002,3786,3786,2225,587,13.81
Vale do Acre,AC,2002,13556,8230,4283,520,5.73
Norte Amazonense,AM,2002,5,4,3,750,0
Sudoeste Amazonense,AM,2002,930,822,788,958,0.71
Centro Amazonense,AM,2002,1482,1241,1265,1019,0.28
Sul Amazonense,AM,2002,2950,2939,2105,716,1.68
Norte de Roraima,RR,2002,315,315,123,390,0.35
Sul de Roraima,RR,2002,268,268,55,205,0.45
Baixo Amazonas,PA,2002,12610,12610,9312,738,7.08
Marajó,PA,2002,382,380,257,676,3.49
Metropolitana de Belém,PA,2002,1720,1720,1754,1019,13.88
Nordeste Paraense,PA,2002,38040,38040,30778,809,18.24
Sudoeste Paraense,PA,2002,8232,7967,5854,734,7.15
Sudeste Paraense,PA,2002,15038,14509,8909,614,3.41
Norte do Amapá,AP,2002,665,643,410,637,1.23
Sul do Amapá,AP,2002,355,338,190,562,0.32
Ocidental do Tocantins,TO,2002,5466,5466,2855,522,1.66
Oriental do Tocantins,TO,2002,1280,1280,952,743,0.73
Norte Maranhense,MA,2002,9672,9607,3244,337,4.84
Oeste Maranhense,MA,2002,15503,15503,7583,489,5.07
Centro Maranhense,MA,2002,18775,18775,8760,466,8.78
Leste Maranhense,MA,2002,21589,21589,8034,372,8.25
Sul Maranhense,MA,2002,2002,2002,1587,792,0.59
Norte Piauiense,PI,2002,21533,21533,4546,211,15.83
Centro-Norte Piauiense,PI,2002,41160,40712,4980,122,17.05
Sudoeste Piauiense,PI,2002,49408,49265,10114,205,14.66
Sudeste Piauiense,PI,2002,101105,101105,7975,78,42.02
Noroeste Cearense,CE,2002,139474,139474,42371,303,23.74
Norte Cearense,CE,2002,89371,88274,30240,342,31.05
Metropolitana de Fortaleza,CE,2002,9309,9309,2717,291,21.07
Sertões Cearenses,CE,2002,186868,186868,64091,342,38.58
Jaguaribe,CE,2002,59730,59730,27066,453,22.55
Centro-Sul Cearense,CE,2002,32293,32293,10269,317,20.34
Sul Cearense,CE,2002,80176,80176,22739,283,16.26
Oeste Potiguar,RN,2002,42421,39944,18142,454,7.86
Central Potiguar,RN,2002,14559,14559,5496,377,31.66
Agreste Potiguar,RN,2002,28802,25576,11489,449,20.56
Leste Potiguar,RN,2002,7485,7478,3798,507,1.88
Sertão Paraibano,PB,2002,74619,74248,26550,357,43.91
Borborema,PB,2002,38565,33528,8985,267,54.03
Agreste Paraibano,PB,2002,61530,50602,15316,302,23.84
Mata Paraibana,PB,2002,2029,1999,788,394,0.34
Sertão Pernambucano,PE,2002,165670,135519,35084,258,41.71
